"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PATJ",7.99335385338407e-105,-1.67252924164605,0.052,0.171,2.16715809672949e-100
"SIGLEC7",8.16721653385271e-105,6.57779519119823,0.102,0.001,2.21429574665815e-100
"CD300E",1.09143828933126e-104,5.25320731725849,0.103,0.001,2.95910749003492e-100
"SEMA3C",2.15889825713006e-104,-1.73750913779362,0.094,0.23,5.85320495473103e-100
"GPR65",2.68041247480951e-104,2.11134484835002,0.155,0.027,7.26713430170355e-100
"JUP",4.92127616695788e-104,-1.72653827920427,0.047,0.162,1.33425639438562e-99
"SNCG",1.02286312791312e-103,-2.79352530656224,0.017,0.103,2.77318651239805e-99
"FBL",1.86474713986457e-103,-1.35868656473218,0.098,0.24,5.05570244560083e-99
"BCAP31",2.02241560914213e-103,1.11313938964437,0.369,0.188,5.48317319950614e-99
"TLR2",2.08881539873203e-103,2.72174214441417,0.141,0.021,5.66319630904229e-99
"PEG10",1.50004321677613e-102,-2.49497113884541,0.018,0.104,4.06691716932343e-98
"CHD1",1.63306995434776e-102,-1.51993999354884,0.097,0.236,4.42757926022765e-98
"NOP58",1.65235443566338e-102,-1.46943760175568,0.114,0.259,4.47986334597055e-98
"ATP1B3",1.71776124516186e-102,1.27639277621389,0.268,0.103,4.65719428788285e-98
"CPE",1.82250797851462e-102,-0.784699105428569,0.07,0.204,4.94118363134883e-98
"CRACR2B",2.29063651382367e-102,-2.3256429942427,0.026,0.12,6.21037371627874e-98
"DEGS1",2.77993505178707e-102,0.936807708147067,0.396,0.207,7.5369599124051e-98
"RLF",3.01227237534085e-102,-1.86045588266217,0.05,0.164,8.16687286402411e-98
"AUTS2",3.16640856339468e-102,-2.81398442964644,0.021,0.111,8.58476689707564e-98
"PLA2G15",8.67824139650628e-102,3.36926295813131,0.123,0.012,2.35284480742078e-97
"CD24",1.38940306126649e-101,-0.582095085957347,0.106,0.254,3.76694957970571e-97
"TLN1",3.52987575175267e-101,1.02157827902092,0.394,0.21,9.57019913815185e-97
"P2RY13",3.73599576651033e-101,5.52054186052591,0.108,0.005,1.01290317221628e-96
"AMIGO2",4.12761233610418e-101,-2.6934357535764,0.018,0.103,1.11907825656456e-96
"MT2A",5.00579670170621e-101,-1.23616157061361,0.415,0.58,1.35717160176659e-96
"ACTA2",5.63163999412783e-101,-0.636477418420096,0.11,0.261,1.52685023520794e-96
"CLEC2B",5.83305831166422e-101,1.02125598839095,0.257,0.093,1.5814587694584e-96
"PDXK",6.75917380821832e-101,1.75549260548175,0.215,0.069,1.83254720288415e-96
"AFF4",7.07824948057036e-101,-1.73376025294472,0.068,0.192,1.91905499917224e-96
"TRA2B",7.2208731043335e-101,-1.08522120724939,0.164,0.326,1.9577231160469e-96
"CLEC5A",7.87278525037385e-101,5.53302733657981,0.102,0.002,2.13446953708136e-96
"GLB1",8.50646231477104e-101,1.81726940128813,0.201,0.059,2.30627206278073e-96
"PIM3",1.8348260736806e-100,-1.6420942737995,0.079,0.209,4.97458045096285e-96
"LMOD1",2.20969769456566e-100,-2.58886112771606,0.02,0.107,5.99093238950642e-96
"ANK3",2.52320093652747e-100,-2.41928099538433,0.024,0.115,6.84090237911328e-96
"DBI",2.6591880066259e-100,1.1375751569309,0.531,0.34,7.20959052356414e-96
"TPD52L1",3.4569097935711e-100,-1.79395623799112,0.031,0.13,9.37237383232998e-96
"YAP1",4.55053506280824e-100,-2.24437835197297,0.024,0.115,1.23374106622857e-95
"SQSTM1",1.58287617821959e-99,-0.945308005848663,0.417,0.577,4.29149389438895e-95
"H2AX",2.26806814672366e-99,-1.74517741858161,0.053,0.167,6.14918635939717e-95
"OSER1",3.32861682634942e-99,-1.81009405582766,0.05,0.162,9.02454593959854e-95
"DSTN",5.74869531941304e-99,-0.370809061900378,0.346,0.593,1.55858627499926e-94
"TSPAN6",5.96522694164549e-99,-2.49632274068831,0.02,0.107,1.61729232841892e-94
"KRT18",1.16669138389773e-98,-1.03177753333876,0.226,0.403,3.16313368002353e-94
"WAS",2.66646261621838e-98,2.69652606886269,0.134,0.019,7.22931344509127e-94
"MXI1",3.23550776286746e-98,-1.83839516459104,0.043,0.149,8.77210864668625e-94
"FAM153CP",8.39772599782964e-98,-1.0899080883358,0.145,0.301,2.27679147253157e-93
"TCEAL9",1.40142182195847e-97,-1.46821301519443,0.146,0.294,3.79953484369381e-93
"PLXND1",1.57251682338319e-97,2.11519974721241,0.165,0.038,4.26340761155652e-93
"TCF7L2",2.15713216202895e-97,-2.43732745080178,0.028,0.121,5.84841671769288e-93
"SLA",4.80092832358665e-97,1.79600150781696,0.17,0.04,1.30162768709081e-92
"PDLIM3",5.5586010801891e-97,-1.89217078300392,0.04,0.143,1.50704792486087e-92
"WLS",6.88615135058253e-97,-1.86250864232897,0.044,0.151,1.86697335416993e-92
"SOAT1",7.51312757747357e-97,2.01852594690271,0.174,0.044,2.03695914880464e-92
"ARID4B",1.97881254492592e-96,-1.45274638031423,0.09,0.222,5.36495657180315e-92
"PTGS2",2.08577524023899e-96,-2.49507855815531,0.04,0.142,5.65495383133595e-92
"THSD4",2.27739493409055e-96,-1.61696166322402,0.038,0.14,6.17447314530631e-92
"NDUFA3",2.94129156012299e-96,0.99136177950308,0.366,0.185,7.97442967780546e-92
"TUBA1C",3.49080396927568e-96,1.08165012304011,0.385,0.21,9.46426772150023e-92
"ITGB8",3.55281428663832e-96,-2.53096711093461,0.018,0.1,9.63239009393381e-92
"GNPDA1",4.31960619791755e-96,2.00385265144351,0.177,0.046,1.17113163237941e-91
"A2M",8.65699965273916e-96,1.48735443820437,0.354,0.193,2.34708574585064e-91
"ADAM28",8.67143115068234e-96,3.75835364441037,0.108,0.007,2.350998413573e-91
"SERTAD3",9.89345627549939e-96,-2.03527429453573,0.033,0.13,2.68231386541339e-91
"GALNT3",1.25963422540299e-95,-2.37375417082001,0.02,0.103,3.41512031191258e-91
"ATP5MPL",5.41355219337004e-95,0.84774432178988,0.474,0.289,1.46772227066649e-90
"PLXNC1",6.97703179532459e-95,2.61508880653792,0.134,0.021,1.8916128603484e-90
"TINAGL1",7.0000004415338e-95,-2.20068526731182,0.022,0.107,1.89784011970864e-90
"SF3B1",8.07076832632253e-95,-0.70413404260765,0.394,0.566,2.18814670863256e-90
"M6PR",1.48376646839468e-94,1.58781380464751,0.217,0.074,4.02278764911165e-90
"IFNGR2",1.94718727353133e-94,1.35634779766123,0.269,0.112,5.27921413599814e-90
"VSIR",2.79244341407264e-94,2.08832601672253,0.182,0.051,7.57087258423375e-90
"RBX1",2.84547129210375e-94,1.04540127685807,0.339,0.166,7.71464176715167e-90
"ZNF644",2.90627721139781e-94,-1.50823970260188,0.087,0.215,7.87949877554173e-90
"GLMP",4.28581797287371e-94,1.97293554315672,0.178,0.048,1.16197096880552e-89
"HIVEP2",6.55118649935057e-94,-2.32478091173071,0.033,0.129,1.77615768370393e-89
"TGFB1",6.80185773790227e-94,1.3448855138168,0.22,0.075,1.84411966990006e-89
"TJP1",1.88784768622303e-93,-2.425157561721,0.022,0.106,5.11833264688788e-89
"PKP4",2.29694945176925e-93,-1.87101847293856,0.04,0.142,6.2274893536368e-89
"SCGB2A2",3.48217294033998e-93,-3.59382839609969,0.032,0.125,9.44086727584976e-89
"ZC2HC1A",4.49796252961707e-93,-2.09961940117391,0.033,0.128,1.21948760102978e-88
"MALAT1",4.89877237366298e-93,-0.833183348022304,0.998,0.999,1.32815516594751e-88
"YWHAB",7.86263881751258e-93,0.761030561739769,0.488,0.301,2.13171863620401e-88
"CHCHD10",8.59968838721645e-93,1.24382363379461,0.296,0.135,2.33154751554212e-88
"CD44",9.14217258399668e-93,0.936994874271345,0.433,0.257,2.47862583097318e-88
"CAVIN1",1.0119470597135e-92,-0.968447009293623,0.085,0.218,2.74359086829523e-88
"SLC31A2",1.06504545540781e-92,2.5224413934414,0.136,0.023,2.88755123870167e-88
"ANPEP",1.52171198964648e-92,1.7162428298638,0.219,0.078,4.12566554632953e-88
"FUCA1",1.60347255354348e-92,2.24465847089543,0.173,0.047,4.34733478716708e-88
"RPL38",1.60691751756165e-92,-0.413792568985573,0.746,0.828,4.35667477361314e-88
"TFF1",2.14604899333771e-92,-3.14502416559495,0.034,0.128,5.8183680307372e-88
"TPBG",2.25446160392223e-92,-1.62365631579803,0.059,0.173,6.11229630055395e-88
"OST4",2.4542592758763e-92,0.739648271048055,0.576,0.394,6.65398774875583e-88
"MFSD12",2.59086694724785e-92,2.70496643166334,0.132,0.022,7.02435846737836e-88
"ASXL1",3.48286729761771e-92,-2.0244824635989,0.04,0.139,9.44274981730114e-88
"PDLIM4",3.99595166216428e-92,-1.84321621978305,0.044,0.147,1.08338241464598e-87
"IMMP2L",4.35094621113089e-92,-2.24130538191914,0.031,0.124,1.17962853676181e-87
"MMP9",4.59857948367857e-92,5.32596126487435,0.107,0.009,1.24676686961494e-87
"RAP2B",6.27138484083216e-92,1.70654228658888,0.195,0.061,1.70029785804641e-87
"PSMB6",6.62552112283627e-92,1.0181998249983,0.354,0.181,1.79631128682337e-87
"IRX3",7.12559403764566e-92,-1.31988986934112,0.093,0.224,1.93189105548649e-87
"CXCR4",8.73449046442205e-92,0.84102798123937,0.217,0.072,2.3680950547141e-87
"EMP1",3.7580004406817e-91,-1.64715369269899,0.147,0.289,1.01886907947762e-86
"C12orf57",3.77030543518276e-91,-0.790228789379636,0.226,0.401,1.02220520958675e-86
"TRAF4",4.0769802091173e-91,-2.08684763949848,0.026,0.113,1.10535087429588e-86
"MAP1LC3B",6.09107542016428e-91,-1.05915615744421,0.238,0.395,1.65141236791494e-86
"RB1",1.18812367686817e-90,1.60370401339296,0.218,0.078,3.22124091272497e-86
"NACA",1.24403235262425e-90,-0.613274904230862,0.568,0.681,3.37282051443486e-86
"YWHAQ",1.276541085976e-90,-0.949849178752782,0.177,0.336,3.46095819229814e-86
"FAM53C",1.3118278227407e-90,-2.28749989565125,0.025,0.11,3.5566275930146e-86
"TIFA",1.67574726456465e-90,-1.97982494351227,0.035,0.13,4.54328598368768e-86
"SLC43A2",1.83918923917231e-90,2.59513686448435,0.129,0.021,4.98640986524396e-86
"CITED2",2.25413622380412e-90,-1.10058610249717,0.255,0.414,6.11141412997773e-86
"LAMP2",2.46305153813205e-90,0.903584109001365,0.393,0.217,6.67782533018362e-86
"SLC1A3",3.82910289624394e-90,3.13818394700721,0.115,0.013,1.03814637722966e-85
"H2BC6",6.19734585705629e-90,-2.25696552750314,0.024,0.108,1.6802244087651e-85
"SRSF11",7.34936883271709e-90,-1.11255551655126,0.162,0.312,1.99256087792626e-85
"ADAM8",1.02519328658193e-89,3.18369860625958,0.113,0.013,2.77950403858092e-85
"FAM210B",1.26536757094377e-89,-1.56086710115309,0.079,0.2,3.43066455834276e-85
"PVT1",1.51332474277173e-89,-2.18472342319157,0.026,0.112,4.10292604260273e-85
"SSBP2",1.84188236016193e-89,-1.75359635524587,0.048,0.151,4.99371145487102e-85
"ARHGAP29",2.25561717702644e-89,-1.72556740393867,0.044,0.146,6.11542929035407e-85
"STAT3",2.90854238509912e-89,-1.24174033557459,0.124,0.264,7.88564011448073e-85
"TNFRSF1B",4.45745719335061e-89,2.2684716243032,0.136,0.025,1.20850579426122e-84
"MMP14",5.53915686222942e-89,1.83158001176491,0.219,0.081,1.50177620848764e-84
"UBB",8.64467704697017e-89,-0.725128540189626,0.849,0.854,2.34374484097455e-84
"TMEM87A",8.89569443304308e-89,-1.39456924188757,0.089,0.214,2.41180067468664e-84
"ZFP36L1",1.0301501439939e-88,-0.732584500558731,0.493,0.654,2.79294307039626e-84
"SPTAN1",1.15018338099707e-88,-1.51929840400588,0.07,0.186,3.11837718255927e-84
"RBBP6",1.4648928756588e-88,-1.39705450527717,0.084,0.207,3.97161756448614e-84
"LGALS3BP",1.50429322775347e-88,0.897451627626199,0.421,0.247,4.07843979908521e-84
"BTF3",1.68021523188643e-88,-0.552005657843599,0.502,0.662,4.55539953669048e-84
"ATP1B1",2.42320197469693e-88,-1.44229605854892,0.07,0.186,6.56978519379833e-84
"MME",3.93075515050207e-88,-2.88795359083673,0.021,0.1,1.06570633640412e-83
"NFIL3",6.53894160986346e-88,-2.09277048783267,0.041,0.137,1.77283784926618e-83
"CDKN2AIP",7.65756516921251e-88,-1.72630462545999,0.052,0.157,2.0761190686769e-83
"CALM3",8.42917008552055e-88,1.27491911786516,0.299,0.144,2.28531659358633e-83
"RGS16",2.36243135606957e-87,-1.42639872324793,0.073,0.19,6.40502389257581e-83
"MAFB",2.62558986472027e-87,1.02541269762825,0.424,0.261,7.11849924122961e-83
"PTPRF",2.68591233538353e-87,-1.85567419731508,0.034,0.127,7.28204552369183e-83
"ECHDC2",3.74228697506331e-87,-1.86784186877319,0.031,0.12,1.01460884467916e-82
"RALGAPA1",4.41715475996011e-87,-2.03029226375119,0.029,0.117,1.19757899852039e-82
"EIF1B",6.15782993873669e-87,-1.18240828389513,0.253,0.402,1.66951085299029e-82
"YES1",6.93325130509827e-87,-2.33323437726901,0.02,0.1,1.87974309383824e-82
"IRF8",7.29517166964083e-87,3.27085896938591,0.105,0.01,1.97786694307302e-82
"LCP2",8.5714392904895e-87,1.42523490043019,0.183,0.054,2.32388862043751e-82
"ALDH7A1",1.84093789144945e-86,-1.61493184221962,0.062,0.172,4.99115081129774e-82
"BMP2K",2.06423204884216e-85,1.74980207972942,0.17,0.048,5.59654593082087e-81
"TIMP3",2.08014141443048e-85,0.264241757521558,0.095,0.233,5.63967940280392e-81
"ARHGAP30",2.15527672084806e-85,2.04556689660115,0.144,0.032,5.84338624556325e-81
"CTBP2",4.1531200483402e-85,-1.32928201339968,0.102,0.229,1.125993907506e-80
"CEP95",4.86072770871035e-85,-1.71731759361929,0.045,0.144,1.31784049638555e-80
"HBP1",5.39102788972448e-85,-1.3645859852266,0.081,0.201,1.4616154814621e-80
"WTAP",5.9162080748411e-85,-1.39655674133099,0.099,0.225,1.60400233325092e-80
"OFD1",7.48733825858485e-85,-1.69536950108797,0.053,0.156,2.02996714866753e-80
"INPP4B",9.67433863887009e-85,-1.79405662282923,0.049,0.15,2.62290669177046e-80
"GLIPR2",1.11289756110802e-84,2.1242161822291,0.146,0.033,3.01728786767605e-80
"GNS",1.18170091671555e-84,1.59025967890305,0.202,0.071,3.20382752539919e-80
"EPC1",1.55835607698158e-84,-1.59496456095149,0.067,0.177,4.22501499591246e-80
"NFAT5",1.60421914314026e-84,-2.08944943468676,0.04,0.133,4.34935894088187e-80
"NINJ1",2.57596730924119e-84,0.898151463707581,0.405,0.235,6.98396256881472e-80
"PPDPF",2.61235066534356e-84,-0.54654635229737,0.391,0.574,7.08260512387947e-80
"H2BC8",2.86316585178432e-84,-1.40167756348446,0.106,0.234,7.76261525735765e-80
"ANAPC11",3.1543203376039e-84,0.970025317802526,0.393,0.228,8.5519932993117e-80
"IGHG3",3.47114274912432e-84,7.80193355070601,0.147,0.037,9.41096222142586e-80
"ARHGEF12",3.65294344441094e-84,-1.53277395400654,0.058,0.165,9.90386026648695e-80
"TGIF1",4.22051913707512e-84,-1.53748550958196,0.074,0.188,1.14426714844381e-79
"ST8SIA4",4.84820550393588e-84,1.73328632763266,0.152,0.037,1.31444547622709e-79
"SRRM2",6.73428202720797e-84,-1.11211390293053,0.176,0.322,1.82579854321663e-79
"MGLL",8.00453073369278e-84,1.60991012722339,0.198,0.068,2.17018837251879e-79
"CGNL1",9.38539226450065e-84,-1.89780734517428,0.031,0.118,2.54456755075142e-79
"PPP1R12B",1.54968961202073e-83,-2.1276210355692,0.026,0.108,4.2015184761106e-79
"TRIP10",1.67732396461394e-83,-2.11992422611962,0.03,0.115,4.54756073286131e-79
"OTULINL",2.24241512511188e-83,2.52551865610252,0.127,0.023,6.07963588720333e-79
"ITM2B",3.00761689899994e-83,0.811031025718512,0.745,0.675,8.15425093656865e-79
"IDH1",3.07008951978224e-83,1.55614554232576,0.203,0.072,8.32362670603361e-79
"BCAM",5.48834141216961e-83,-1.58152125489054,0.055,0.159,1.48799912366742e-78
"PPIA",5.95893790338391e-83,0.515797949452045,0.745,0.6,1.61558724436545e-78
"COX5B",1.04861290543459e-82,0.709108390484366,0.494,0.314,2.84299930921426e-78
"SLC25A5",1.23082042786356e-82,0.651347306504005,0.627,0.471,3.33700034402367e-78
"SCAMP2",1.49362729779419e-82,1.48075127472008,0.209,0.077,4.0495223297796e-78
"OGA",1.50990684263432e-82,-1.51425174187796,0.063,0.171,4.09365943175016e-78
"FOXO3",1.53312995151142e-82,-1.62020003729057,0.059,0.164,4.15662192453775e-78
"NR1D2",2.63277769278789e-82,-2.1164362648799,0.025,0.105,7.13798688068653e-78
"MKNK2",3.27987470355008e-82,-1.49614022502725,0.064,0.172,8.89239629626498e-78
"SEC61G",3.50928464875649e-82,1.05670506276862,0.355,0.198,9.5143725397086e-78
"BID",3.8490058056728e-82,2.12566378536055,0.138,0.03,1.04354245403401e-77
"RNF13",7.65486787715342e-82,1.23692872910907,0.272,0.126,2.07538777885384e-77
"FKBP15",1.14676011876399e-81,2.01482169425013,0.146,0.036,3.10909603399293e-77
"CCL4L2",1.61366496211867e-81,2.84321873749335,0.206,0.082,4.37496844529613e-77
"BST2",1.85337304814129e-81,0.708223080994046,0.408,0.229,5.02486500812067e-77
"ABI3",2.26066093885953e-81,2.98875939766393,0.105,0.012,6.12910393743595e-77
"ASH1L",2.62588742290784e-81,-1.45946781133052,0.071,0.182,7.11930598098774e-77
"KLF2",2.79495645984289e-81,-1.44552980790262,0.139,0.273,7.57768595392605e-77
"CFAP20",3.67955768639253e-81,-1.90465812329208,0.035,0.123,9.97601679934742e-77
"IGF1R",3.87632685538327e-81,-1.75446518697396,0.034,0.123,1.05094973703151e-76
"TMX4",4.39628907667956e-81,-1.59036100107337,0.068,0.176,1.19192189446936e-76
"SNHG6",4.87705056700678e-81,-0.78140323970033,0.225,0.387,1.32226594972688e-76
"RGS5",5.72831468163849e-81,6.02547942585766,0.121,0.023,1.55306067648583e-76
"ARPC1B",7.03386763025699e-81,2.72706020251396,0.114,0.018,1.90702219191528e-76
"PAF1",8.88410012763462e-81,-1.56994503672253,0.055,0.157,2.4086572266043e-76
"NES",1.40303354273782e-80,-2.23534716548263,0.027,0.108,3.80390454107079e-76
"EHD1",1.67828631089562e-80,-2.05548059584203,0.028,0.11,4.55016984610021e-76
"MYL9",1.69090142355521e-80,-0.561425983898419,0.126,0.272,4.58437193954289e-76
"RPLP0",1.7238735526756e-80,-0.652794379538065,0.756,0.823,4.67376597601409e-76
"DNAAF2",2.25333703199382e-80,-2.20716081231132,0.025,0.105,6.10924736114164e-76
"DYRK1A",3.71145771858022e-80,-2.08056638794496,0.032,0.117,1.00625041666147e-75
"MYO9A",4.02746736641772e-80,-2.07894266411314,0.028,0.11,1.09192695238317e-75
"CRIP2",1.09282184219978e-79,-0.526528196780359,0.111,0.248,2.96285857857204e-75
"MAGI3",1.41214495413961e-79,-1.66202821095209,0.061,0.165,3.8286073996633e-75
"H1-10",1.74854503219439e-79,-0.899226945852248,0.29,0.445,4.74065529128543e-75
"LRBA",3.00045610785804e-79,-1.97059861783872,0.036,0.123,8.13483659962471e-75
"PNN",3.18276386378507e-79,-1.35965862452071,0.088,0.205,8.62910938749409e-75
"CXCL2",3.95708318262666e-79,-1.10789829323801,0.279,0.442,1.07284439247374e-74
"TPM2",8.12343181474793e-79,-0.595316036741914,0.113,0.252,2.20242483361446e-74
"KAT6B",1.18379229743264e-78,-1.84953078833076,0.036,0.123,3.20949767679939e-74
"TUBB",2.31677417180872e-78,1.05781524365211,0.468,0.32,6.28123813460781e-74
"CORO1A",3.07880648335794e-78,1.97906600146009,0.139,0.033,8.34726013768005e-74
"NCL",3.56879446696749e-78,-0.582841826230411,0.523,0.66,9.67571555884226e-74
"GTF2B",5.02091339169013e-78,-1.550586392801,0.08,0.191,1.36127003875503e-73
"ELOB",6.67825953836493e-78,0.692659207097962,0.534,0.373,1.8106097260415e-73
"SCARB2",6.68714677113257e-78,1.08409275242994,0.291,0.144,1.81301923258946e-73
"RPL28",9.38896290937676e-78,-0.445166576159961,0.746,0.818,2.54553562399023e-73
"FUCA2",1.05722085087954e-77,1.65973717767034,0.177,0.058,2.86633717090462e-73
"SLAMF7",1.48331409817557e-77,2.79807583605482,0.111,0.018,4.02156118297362e-73
"PDIA4",1.85319657761603e-77,1.2516924728539,0.248,0.111,5.02438656123258e-73
"CDH1",1.85363876930382e-77,-1.41181197641155,0.069,0.176,5.02558543133651e-73
"BRAF",2.52490213621913e-77,-2.22664659335641,0.026,0.103,6.84551467171732e-73
"ERP44",2.66592929870283e-77,1.31861168708858,0.214,0.084,7.22786751464311e-73
"IL1RN",3.5952690989333e-77,3.73670476753286,0.113,0.02,9.74749358102797e-73
"H2BC21",3.66433000772177e-77,-1.45719914632086,0.087,0.201,9.93473151693525e-73
"TYMP",3.8926479596595e-77,2.04175248527782,0.136,0.032,1.05537471482288e-72
"TXNDC17",5.39344803230345e-77,1.05987322466205,0.296,0.148,1.46227163051811e-72
"BAX",7.03059992600211e-77,1.45903313710799,0.204,0.078,1.90613625193769e-72
"RAB11FIP1",8.50123863939531e-77,-2.21709725778272,0.048,0.142,2.30485581991286e-72
"DMXL2",9.65176181223688e-77,2.612937293171,0.111,0.018,2.61678566253366e-72
"PPFIBP1",1.47004101587096e-76,-1.34580217907812,0.066,0.172,3.98557520222935e-72
"PUM2",1.47631559189226e-76,-1.51321373838619,0.066,0.17,4.00258683273828e-72
"COX5A",1.56081607388647e-76,0.960942244798372,0.33,0.177,4.231684539521e-72
"IFI27",1.82672583339867e-76,0.799581366903959,0.39,0.24,4.95261907951048e-72
"PCMTD1",2.17849080297214e-76,-1.18668782881371,0.109,0.232,5.90632426501808e-72
"LAMP1",2.25665720691694e-76,0.895024261093875,0.382,0.226,6.1182490193932e-72
"OLFML3",2.29087307483015e-76,1.90690079616785,0.205,0.081,6.21101508047951e-72
"FNBP4",2.96265343296031e-76,-1.28801314065889,0.096,0.213,8.032345987442e-72
"WAC",3.89069138733356e-76,-1.28004914061618,0.107,0.228,1.05484424893387e-71
"AP2M1",6.76252142978164e-76,1.00331397501807,0.32,0.171,1.8334548100424e-71
"NR4A3",7.29259334789357e-76,-2.03356645764983,0.038,0.124,1.97716790848091e-71
"SPRED2",7.94918224572917e-76,-1.9963608257496,0.027,0.106,2.15518229046209e-71
"KDM6B",8.61768648602862e-76,-1.9784587079435,0.028,0.107,2.33642716009208e-71
"LSR",9.99487124824733e-76,-1.38666404380223,0.055,0.154,2.70980949282481e-71
"HNRNPC",1.12560557012074e-75,-0.734868122480651,0.329,0.484,3.05174182171135e-71
"SF1",1.29777812574782e-75,-1.27496015381695,0.083,0.196,3.51853605452749e-71
"CRTC3",1.54553320677642e-75,-1.45219933906363,0.085,0.196,4.19024963021223e-71
"VPS37B",1.6572390321239e-75,-2.02174125713743,0.026,0.103,4.49310646389431e-71
"TMEM159",1.81727590893401e-75,-1.88287857759094,0.028,0.107,4.92699844430189e-71
"CYBRD1",3.14092189666474e-75,-1.20327184740692,0.091,0.206,8.51566744623744e-71
"NXF1",4.714621521496e-75,-1.58861703753006,0.058,0.156,1.278228186908e-70
"PRDM2",5.36836866258296e-75,-1.58003509422566,0.06,0.159,1.45547211179949e-70
"NDUFA6",6.74346394065961e-75,1.09878744503249,0.276,0.134,1.82828794359163e-70
"PHF3",7.34948422664747e-75,-1.08495079805045,0.151,0.283,1.99259216352866e-70
"MORF4L2",8.11209937868682e-75,-0.524910294724896,0.25,0.418,2.19935238354957e-70
"FAM13B",2.07897368831088e-74,-1.65821534798107,0.042,0.131,5.63651346374846e-70
"LAMTOR4",2.08660794299408e-74,0.862538247371939,0.36,0.203,5.65721145504555e-70
"PALLD",2.14032965302307e-74,-0.63171589850402,0.113,0.243,5.80286175527615e-70
"ICAM1",3.00972222664395e-74,-2.1919571066627,0.2,0.315,8.15995890087706e-70
"LIMA1",3.6278525888242e-74,-1.04281068133694,0.127,0.256,9.83583393882017e-70
"NR4A2",4.92124554362308e-74,-1.51397285181643,0.1,0.216,1.33424809178709e-69
"GATA3",5.22515616740846e-74,-0.964289611207884,0.161,0.305,1.41664434010778e-69
"AL031777.2",6.22884516001422e-74,-2.01448140124483,0.038,0.122,1.68876449978306e-69
"NRP2",7.46577505579905e-74,1.72441879432951,0.145,0.04,2.02412093312824e-69
