"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097067","cellular response to thyroid hormone stimulus","4/926","12/18860",0.333333333333333,6.78905687544996,4.55818600876483,0.0020816035302721,0.0118630971092716,0.00836321225501046,"CTSB/CTSS/CTSL/CTSH",4
"GO:0140105","interleukin-10-mediated signaling pathway","4/926","12/18860",0.333333333333333,6.78905687544996,4.55818600876483,0.0020816035302721,0.0118630971092716,0.00836321225501046,"LILRB4/LILRB2/LILRB1/IL10RA",4
"GO:2000508","regulation of dendritic cell chemotaxis","4/926","12/18860",0.333333333333333,6.78905687544996,4.55818600876483,0.0020816035302721,0.0118630971092716,0.00836321225501046,"SPI1/LGALS9/CALR/SLAMF8",4
"GO:1904062","regulation of monoatomic cation transmembrane transport","26/926","288/18860",0.0902777777777778,1.8387029037677,3.25912707314472,0.0021155426400517,0.012035337052532,0.0084846374773626,"CYBA/CTSS/GSTO1/CD63/TMSB4X/LYN/CD4/FXYD5/UCP2/TMBIM6/SLC8A1/ATP1B3/TGFB1/SLC31A2/MMP9/CALM3/CORO1A/BAX/P2RX4/PPIF/MCUB/PTPN6/THY1/VDAC1/COX17/FLNA",26
"GO:0070585","protein localization to mitochondrion","10/926","70/18860",0.142857142857143,2.90959580376427,3.63708392560586,0.00211643221417469,0.012035337052532,0.0084846374773626,"TSPO/BAX/ISG15/TIMM8B/MTCH2/DNAJC15/ROMO1/TIMM17A/TIMM13/TIMM10",10
"GO:0140894","endolysosomal toll-like receptor signaling pathway","8/926","48/18860",0.166666666666667,3.39452843772498,3.77441260301443,0.002152287392105,0.0122259281642834,0.00861899985396739,"PPT1/HAVCR2/UNC93B1/PIK3AP1/SCIMP/OAS1/TNF/WASHC4",8
"GO:0046637","regulation of alpha-beta T cell differentiation","11/926","82/18860",0.134146341463415,2.73218142548596,3.57192126260093,0.00216963857265231,0.0123111087738121,0.00867905023633704,"HLA-DRB1/HLA-DRA/LGALS1/CD86/LILRB4/LGALS9/RHOA/IL18/SYK/NCKAP1L/GPR65",11
"GO:0002639","positive regulation of immunoglobulin production","9/926","59/18860",0.152542372881356,3.10685653622287,3.68295774242148,0.00219821480834516,0.012459729488516,0.00878382444252546,"CD86/PTPRC/CD37/HLA-E/TGFB1/CD40/TNF/IL13RA1/STX4",9
"GO:0044092","negative regulation of molecular function","28/926","319/18860",0.0877742946708464,1.78771403616864,3.22421199712897,0.002203719644528,0.0124773985507078,0.00879628072743113,"GNAI2/GAPDH/PTPRC/LYN/ARRB2/HAVCR2/CD300A/PYCARD/TIMP1/TIMP2/RB1/CALM3/PPIA/BAX/ITGA4/CARD16/SNX6/CORO1C/ECM1/THY1/PTPN1/SUMO3/TMBIM1/WARS1/TMED2/PARP9/FLNA/MVP",28
"GO:0030101","natural killer cell activation","13/926","107/18860",0.121495327102804,2.474516057407,3.4756197729338,0.00223698845780698,0.0126520580957785,0.00891941171374395,"TYROBP/FCGR3A/PTPRC/PRDX1/IL18/HAVCR2/MERTK/HLA-E/CORO1A/SLAMF7/LAMP1/CD48/HLA-F",13
"GO:0051209","release of sequestered calcium ion into cytosol","15/926","133/18860",0.112781954887218,2.29704931876127,3.41094287471499,0.00225564135412746,0.0127437640180218,0.00898406229239958,"CYBA/GSTO1/CCL3/PTPRC/LYN/SLC8A1/TGFB1/CALM3/CORO1A/BAX/PTPN6/THY1/ERO1A/GHITM/FLNA",15
"GO:0001894","tissue homeostasis","25/926","275/18860",0.0909090909090909,1.85156096603181,3.23241453569746,0.00232159099935931,0.0130880631743816,0.00922678532647202,"SPP1/CSF1R/ACP5/LIPA/ACTB/SNX10/SYK/ZEB2/PECAM1/RAC1/RB1/ADAM8/CORO1A/BAX/GPR137B/DRAM2/P2RX4/IL10RA/CSK/COL3A1/ARAP1/BSG/RAC2/INPP5D/ITGB1",25
"GO:0060249","anatomical structure homeostasis","25/926","275/18860",0.0909090909090909,1.85156096603181,3.23241453569746,0.00232159099935931,0.0130880631743816,0.00922678532647202,"SPP1/CSF1R/ACP5/LIPA/ACTB/SNX10/SYK/ZEB2/PECAM1/RAC1/RB1/ADAM8/CORO1A/BAX/GPR137B/DRAM2/P2RX4/IL10RA/CSK/COL3A1/ARAP1/BSG/RAC2/INPP5D/ITGB1",25
"GO:0071347","cellular response to interleukin-1","12/926","95/18860",0.126315789473684,2.57269523701262,3.49187212121585,0.00234255430303563,0.0131920137798106,0.0093000681268429,"CFL1/CCL3/PYCARD/CXCL8/IL1B/SIRPA/IL1RN/CASP1/CD40/HIF1A/CD47/GBP1",12
"GO:0007566","embryo implantation","10/926","71/18860",0.140845070422535,2.86861558117604,3.5844584279295,0.00235733696991216,0.0132609720180419,0.00934868210831403,"GRN/ARHGDIB/SPP1/CALR/IL1B/TIMP1/MMP9/TGFBR1/BSG/IGFBP7",10
"GO:1901658","glycosyl compound catabolic process","5/926","20/18860",0.25,5.09179265658747,4.16020190065822,0.002360209832816,0.0132628565444047,0.00935001065631692,"ADA2/NAGA/FUCA1/FUCA2/UPP1",5
"GO:0030500","regulation of bone mineralization","11/926","83/18860",0.132530120481928,2.69926357698613,3.52543679169496,0.00239268145747381,0.0134308843144555,0.00946846639285242,"SRGN/CCL3/ALOX5/CCR1/MGP/SLC8A1/MEF2C/BMP2K/ISG15/ECM1/HIF1A",11
"GO:0034763","negative regulation of transmembrane transport","15/926","134/18860",0.111940298507463,2.27990715966603,3.37858305073105,0.00242771328802469,0.0135983168737589,0.00958650251941829,"GSTO1/UCP2/TMBIM6/IL1B/TGFB1/MMP9/SLC43A2/CALM3/ARL6IP5/MCUB/SELENOS/VDAC1/PEA15/TNF/OAZ2",15
"GO:0051283","negative regulation of sequestering of calcium ion","15/926","134/18860",0.111940298507463,2.27990715966603,3.37858305073105,0.00242771328802469,0.0135983168737589,0.00958650251941829,"CYBA/GSTO1/CCL3/PTPRC/LYN/SLC8A1/TGFB1/CALM3/CORO1A/BAX/PTPN6/THY1/ERO1A/GHITM/FLNA",15
"GO:0062207","regulation of pattern recognition receptor signaling pathway","20/926","203/18860",0.0985221674876847,2.0066177956995,3.27655873894025,0.00243649896037614,0.0136329160245457,0.00961089412973794,"CYBA/CD14/TREM2/S100A9/HSP90B1/S100A8/LYN/PPT1/ARRB2/CD300A/SLC15A3/NAGK/CD36/TLR1/LAMP2/NINJ1/ZDHHC12/IFI35/PARP1/UFD1",20
"GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","8/926","49/18860",0.163265306122449,3.32525234715917,3.70329603877269,0.00246361790034324,0.0137405199009539,0.00968675240263028,"HMOX1/GRINA/SFRP2/PARK7/LGALS3/PEA15/TMBIM1/STX4",8
"GO:1905710","positive regulation of membrane permeability","8/926","49/18860",0.163265306122449,3.32525234715917,3.70329603877269,0.00246361790034324,0.0137405199009539,0.00968675240263028,"LAPTM5/SLC25A5/BID/BAX/PPIF/BNIP3L/ACAA2/BLOC1S2",8
"GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","8/926","49/18860",0.163265306122449,3.32525234715917,3.70329603877269,0.00246361790034324,0.0137405199009539,0.00968675240263028,"HLA-DRB1/HLA-DRA/CD86/LGALS9/IL18/CD81/NCKAP1L/GPR65",8
"GO:0006636","unsaturated fatty acid biosynthetic process","9/926","60/18860",0.15,3.05507559395248,3.62285325430741,0.00247577142004206,0.0137751579087128,0.00971117140622692,"CD74/TBXAS1/IL1B/DEGS1/SCD/ELOVL1/HSD17B4/PTGES2/ACSL4",9
"GO:0006929","substrate-dependent cell migration","6/926","29/18860",0.206896551724138,4.21389737096894,3.93568700231692,0.00247773601878875,0.0137751579087128,0.00971117140622692,"FN1/PTPRC/SDCBP/NRP1/ADAM8/SHTN1",6
"GO:0060333","type II interferon-mediated signaling pathway","6/926","29/18860",0.206896551724138,4.21389737096894,3.93568700231692,0.00247773601878875,0.0137751579087128,0.00971117140622692,"HCK/STAT1/IFNGR1/IFNGR2/PARP14/PARP9",6
"GO:0014909","smooth muscle cell migration","12/926","96/18860",0.125,2.54589632829374,3.45047997213634,0.00256048643153007,0.0142200872382318,0.0100248364118298,"AIF1/S100A11/LRP1/PLAU/NRP1/GSTP1/MEF2C/DOCK4/CORO1B/SORL1/PTPN1/PAK1",12
"GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","7/926","39/18860",0.179487179487179,3.65564600985767,3.77231005636476,0.00260739723344091,0.0144345952775023,0.0101760596755611,"HLA-DRB1/HLA-DRA/CD86/LGALS9/IL18/NCKAP1L/GPR65",7
"GO:0051125","regulation of actin nucleation","7/926","39/18860",0.179487179487179,3.65564600985767,3.77231005636476,0.00260739723344091,0.0144345952775023,0.0101760596755611,"GMFG/CORO1A/RNH1/ARF1/CYFIP1/CORO1B/WASHC4",7
"GO:0070670","response to interleukin-4","7/926","39/18860",0.179487179487179,3.65564600985767,3.77231005636476,0.00260739723344091,0.0144345952775023,0.0101760596755611,"PTPRC/MRC1/TUBA1B/CORO1A/PARP14/CD40/HSPA5",7
"GO:0022617","extracellular matrix disassembly","10/926","72/18860",0.138888888888889,2.82877369810415,3.53274410448316,0.00261976234204135,0.0144723868916576,0.0102027018995713,"CTSS/CST3/LRP1/LCP1/ENG/TGFB1/MMP9/ADAM8/MMP14/MMP19",10
"GO:0034142","toll-like receptor 4 signaling pathway","10/926","72/18860",0.138888888888889,2.82877369810415,3.53274410448316,0.00261976234204135,0.0144723868916576,0.0102027018995713,"CD14/TREM2/LY96/LYN/PIK3AP1/SCIMP/NINJ1/OAS1/IFI35/NMI",10
"GO:0110020","regulation of actomyosin structure organization","13/926","109/18860",0.119266055045872,2.4291120930509,3.40011469459476,0.00263995461806553,0.0145685351995886,0.0102704842585776,"PFN1/S100A10/RHOA/CCDC88A/NRP1/RAC1/GPR65/WAS/CDC42/TGFBR1/ARAP1/PAK1/CD47",13
"GO:0010001","glial cell differentiation","24/926","263/18860",0.091254752851711,1.85860112179619,3.18620798118309,0.00267338078935625,0.0147374346046158,0.0103895544778446,"GRN/C1QA/TREM2/C5AR1/S100A9/GRB2/LRP1/S100A8/LYN/RHOA/VIM/ZEB2/IL1B/GSTP1/IFNGR1/TLR2/TGFB1/CXCR4/TNFRSF1B/CSK/TNF/ILK/WDR1/METRN",24
"GO:0072523","purine-containing compound catabolic process","17/926","163/18860",0.104294478527607,2.12418343955796,3.27545217334345,0.00276743358335302,0.0152398397329851,0.0107437386076597,"SAMHD1/GAPDH/PGK1/LIPA/PKM/UCP2/ADA2/ENO1/TPI1/HK3/ADPGK/MTCH2/FBP1/LDHA/DNPH1/HIF1A/PFKL",17
"GO:0032387","negative regulation of intracellular transport","9/926","61/18860",0.147540983606557,3.00499238749425,3.56399029287023,0.00278040797202502,0.0152790873415381,0.0107714072744342,"CD36/YWHAB/SNX3/OS9/PARK7/DERL2/VPS35/ERLEC1/UBE2J1",9
"GO:0070231","T cell apoptotic process","9/926","61/18860",0.147540983606557,3.00499238749425,3.56399029287023,0.00278040797202502,0.0152790873415381,0.0107714072744342,"LGALS9/LIPA/ADAM8/BAX/LGALS3/HIF1A/PRELID1/IL7R/DOCK8",9
"GO:0019318","hexose metabolic process","23/926","249/18860",0.0923694779116466,1.88130491729336,3.18102625167773,0.00278368240893026,0.0152810128876781,0.0107727647404422,"GAPDH/PGK1/LIPA/SDS/PKM/ENO1/AKR1B1/GAA/TPI1/HK3/GLB1/FUCA1/FUCA2/ADPGK/OAS1/FBP1/PPP1CA/SELENOS/LDHA/BCKDK/SERP1/TNF/PFKL",23
"GO:0010595","positive regulation of endothelial cell migration","15/926","136/18860",0.110294117647059,2.24637911320036,3.31471765403399,0.00280453964586737,0.0153560832928333,0.010825687659862,"GRN/HMOX1/LGMN/TMSB4X/CALR/NRP1/RAC1/TGFB1/NRP2/P2RX4/CIB1/BSG/CD40/HIF1A/SPARC",15
"GO:0015850","organic hydroxy compound transport","26/926","294/18860",0.0884353741496599,1.80117835471122,3.14608129442752,0.00280699432727771,0.0153560832928333,0.010825687659862,"FCER1G/SPP1/APOC1/TREM2/MSR1/NPC2/APOE/SLC16A3/SLCO2B1/TSPO/LRP1/LIPA/ANXA2/ACTB/SYK/PLTP/CD36/ABCA1/LILRB1/LAMTOR1/SOAT1/COMT/PARK7/EMB/NAXE/ARL8B",26
"GO:0006693","prostaglandin metabolic process","8/926","50/18860",0.16,3.25874730021598,3.63399639174369,0.00280911129505333,0.0153560832928333,0.010825687659862,"CD74/TBXAS1/AKR1B1/IL1B/GSTP1/COMT/TNFRSF1A/PTGES2",8
"GO:0070269","pyroptotic inflammatory response","8/926","50/18860",0.16,3.25874730021598,3.63399639174369,0.00280911129505333,0.0153560832928333,0.010825687659862,"TREM2/PYCARD/ZEB2/NINJ1/IFI27/CASP1/CASP4/GBP1",8
"GO:0070555","response to interleukin-1","14/926","123/18860",0.113821138211382,2.31821454283657,3.33284308373677,0.00285975914460336,0.0155459505825172,0.0109595397584568,"CYBA/CFL1/CCL3/LGALS9/PYCARD/CXCL8/IL1B/SIRPA/IL1RN/CASP1/CD40/HIF1A/CD47/GBP1",14
"GO:0014812","muscle cell migration","13/926","110/18860",0.118181818181818,2.40702925584135,3.36298612174272,0.00286264567399602,0.0155459505825172,0.0109595397584568,"AIF1/S100A11/LRP1/PLAU/NRP1/GSTP1/PLEKHO1/MEF2C/DOCK4/CORO1B/SORL1/PTPN1/PAK1",13
"GO:0002003","angiotensin maturation","4/926","13/18860",0.307692307692308,6.26682173118458,4.31643713889554,0.00289074826701121,0.0155459505825172,0.0109595397584568,"CTSZ/ATP6AP2/ANPEP/PRCP",4
"GO:0006596","polyamine biosynthetic process","4/926","13/18860",0.307692307692308,6.26682173118458,4.31643713889554,0.00289074826701121,0.0155459505825172,0.0109595397584568,"SAT1/SMS/SRM/OAZ2",4
"GO:0006787","porphyrin-containing compound catabolic process","4/926","13/18860",0.307692307692308,6.26682173118458,4.31643713889554,0.00289074826701121,0.0155459505825172,0.0109595397584568,"HMOX1/SLCO2B1/BLVRB/BLVRA",4
"GO:0032490","detection of molecule of bacterial origin","4/926","13/18860",0.307692307692308,6.26682173118458,4.31643713889554,0.00289074826701121,0.0155459505825172,0.0109595397584568,"TREM2/LY96/TLR1/TLR2",4
"GO:0032493","response to bacterial lipoprotein","4/926","13/18860",0.307692307692308,6.26682173118458,4.31643713889554,0.00289074826701121,0.0155459505825172,0.0109595397584568,"CD14/CD36/TLR1/TLR2",4
"GO:0033015","tetrapyrrole catabolic process","4/926","13/18860",0.307692307692308,6.26682173118458,4.31643713889554,0.00289074826701121,0.0155459505825172,0.0109595397584568,"HMOX1/SLCO2B1/BLVRB/BLVRA",4
"GO:0042117","monocyte activation","4/926","13/18860",0.307692307692308,6.26682173118458,4.31643713889554,0.00289074826701121,0.0155459505825172,0.0109595397584568,"FN1/LILRB4/ADAM9/MT1G",4
"GO:0046643","regulation of gamma-delta T cell activation","4/926","13/18860",0.307692307692308,6.26682173118458,4.31643713889554,0.00289074826701121,0.0155459505825172,0.0109595397584568,"PTPRC/SYK/NCKAP1L/LILRB1",4
"GO:0070863","positive regulation of protein exit from endoplasmic reticulum","4/926","13/18860",0.307692307692308,6.26682173118458,4.31643713889554,0.00289074826701121,0.0155459505825172,0.0109595397584568,"CD81/BCAP31/EDEM2/SORL1",4
"GO:1900426","positive regulation of defense response to bacterium","4/926","13/18860",0.307692307692308,6.26682173118458,4.31643713889554,0.00289074826701121,0.0155459505825172,0.0109595397584568,"CYBA/GRN/HAVCR2/EMILIN2",4
"GO:1902946","protein localization to early endosome","4/926","13/18860",0.307692307692308,6.26682173118458,4.31643713889554,0.00289074826701121,0.0155459505825172,0.0109595397584568,"NRP1/MSN/SORL1/ARL8B",4
"GO:2000644","regulation of receptor catabolic process","4/926","13/18860",0.307692307692308,6.26682173118458,4.31643713889554,0.00289074826701121,0.0155459505825172,0.0109595397584568,"LAPTM5/APOE/ANXA2/PTPN1",4
"GO:0042157","lipoprotein metabolic process","11/926","85/18860",0.129411764705882,2.63575149282175,3.43449632670102,0.00289441445020843,0.0155459505825172,0.0109595397584568,"APOC1/GLUL/APOE/OLR1/LIPA/PPT1/ABCA1/DBI/ZDHHC12/ITGAV/APOL6",11
"GO:0045921","positive regulation of exocytosis","11/926","85/18860",0.129411764705882,2.63575149282175,3.43449632670102,0.00289441445020843,0.0155459505825172,0.0109595397584568,"FCER1G/ITGB2/S100A10/VAMP8/ANXA2/SDCBP/SYK/LAMP1/HLA-F/SNF8/STX4",11
"GO:0070227","lymphocyte apoptotic process","11/926","85/18860",0.129411764705882,2.63575149282175,3.43449632670102,0.00289441445020843,0.0155459505825172,0.0109595397584568,"CD74/LGALS9/LIPA/LYN/ADAM8/BAX/LGALS3/HIF1A/PRELID1/IL7R/DOCK8",11
"GO:0097305","response to alcohol","25/926","280/18860",0.0892857142857143,1.81849737735267,3.1354486592266,0.00295149679072996,0.0158110676271099,0.0111464412139474,"CYBA/SPI1/CD68/CCL3/TSPO/PTPRC/S100A8/LIPA/CD4/TBXAS1/ABCA1/GSTP1/GLB1/TGFB1/CALM3/COMT/FBP1/SGK1/TGFBR1/RAP1A/TNF/PARP1/PSMD14/CAT/IGFBP7",25
"GO:0042832","defense response to protozoan","6/926","30/18860",0.2,4.07343412526998,3.82812065373048,0.00297046220980667,0.0158110676271099,0.0111464412139474,"SLC11A1/CLEC7A/CD37/IRF8/CD40/GBP1",6
"GO:0051894","positive regulation of focal adhesion assembly","6/926","30/18860",0.2,4.07343412526998,3.82812065373048,0.00297046220980667,0.0158110676271099,0.0111464412139474,"CFL1/S100A10/LIMS1/NRP1/RAC1/THY1",6
"GO:0010744","positive regulation of macrophage derived foam cell differentiation","5/926","21/18860",0.238095238095238,4.84932633960712,4.01043698367508,0.00297402975075566,0.0158110676271099,0.0111464412139474,"MSR1/IL18/CD36/IL1B/TNF",5
"GO:0030502","negative regulation of bone mineralization","5/926","21/18860",0.238095238095238,4.84932633960712,4.01043698367508,0.00297402975075566,0.0158110676271099,0.0111464412139474,"SRGN/CCL3/CCR1/ECM1/HIF1A",5
"GO:0045056","transcytosis","5/926","21/18860",0.238095238095238,4.84932633960712,4.01043698367508,0.00297402975075566,0.0158110676271099,0.0111464412139474,"FCGRT/LRP1/LRPAP1/CLTC/VPS35",5
"GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","5/926","21/18860",0.238095238095238,4.84932633960712,4.01043698367508,0.00297402975075566,0.0158110676271099,0.0111464412139474,"SAMSN1/SNX6/SFRP2/PARP14/MVP",5
"GO:0110096","cellular response to aldehyde","5/926","21/18860",0.238095238095238,4.84932633960712,4.01043698367508,0.00297402975075566,0.0158110676271099,0.0111464412139474,"AKR1A1/ALDH2/TGFB1/SGK1/PARK7",5
"GO:1903975","regulation of glial cell migration","5/926","21/18860",0.238095238095238,4.84932633960712,4.01043698367508,0.00297402975075566,0.0158110676271099,0.0111464412139474,"TREM2/CCL3/GPR183/P2RX4/IDH2",5
"GO:2001169","regulation of ATP biosynthetic process","5/926","21/18860",0.238095238095238,4.84932633960712,4.01043698367508,0.00297402975075566,0.0158110676271099,0.0111464412139474,"TREM2/TMSB4X/ENO1/ANTKMT/PARP1",5
"GO:0070482","response to oxygen levels","30/926","357/18860",0.0840336134453782,1.71152694339075,3.08411543392372,0.00301681870823198,0.0160222505784759,0.0112953203667222,"CYBA/TREM2/PGK1/HSP90B1/P4HB/ENG/UCP2/PLAU/ZEB2/ENO1/TMBIM6/ATP6V0D1/ATP6AP1/TGFB1/CXCR4/ADAM8/MMP14/COMT/AGTRAP/BNIP3L/PTPN1/DRAM1/COL1A1/HIF1A/ERO1A/ACAA2/TNF/PAK1/ATP6V1A/CAT",30
"GO:0042401","biogenic amine biosynthetic process","7/926","40/18860",0.175,3.56425485961123,3.68899115762153,0.00302892918428081,0.0160539390639468,0.011317660024536,"ALDH2/SAT1/PARK7/SMS/SRM/OAZ2/VPS35",7
"GO:0043243","positive regulation of protein-containing complex disassembly","7/926","40/18860",0.175,3.56425485961123,3.68899115762153,0.00302892918428081,0.0160539390639468,0.011317660024536,"CFL1/PLEK/PPP1CA/TNF/EIF5A/WDR1/TOM1",7
"GO:0034340","response to type I interferon","12/926","99/18860",0.121212121212121,2.46874795470908,3.32937812145866,0.00331507042614253,0.0175349777803855,0.0123617584610045,"SAMHD1/STAT1/RBX1/IFI27/ISG15/OAS1/IFNAR1/MX1/PTPN6/PTPN1/EIF4E2/SMIM30",12
"GO:0051348","negative regulation of transferase activity","12/926","99/18860",0.121212121212121,2.46874795470908,3.32937812145866,0.00331507042614253,0.0175349777803855,0.0123617584610045,"PTPRC/LYN/CD300A/PYCARD/RB1/PPIA/SNX6/CORO1C/THY1/PTPN1/WARS1/MVP",12
"GO:0006816","calcium ion transport","35/926","439/18860",0.0797266514806378,1.62380631417368,3.00504974833784,0.00340323652297906,0.0179831284823949,0.012677694460568,"CYBA/GSTO1/GNAI2/CD84/CCL3/TSPO/PTPRC/LYN/CD4/UCP2/GRINA/CCR1/TMBIM6/LILRB2/LILRB1/SLC8A1/CCL4/TGFB1/CALM3/CORO1A/BAX/P2RX4/MCUB/PTPN6/THY1/LGALS3/VDAC1/TMBIM1/ERO1A/GHITM/SEC61A1/BEST1/FLNA/TMX1/ITGAV",35
"GO:0036465","synaptic vesicle recycling","11/926","87/18860",0.126436781609195,2.57515950448102,3.34613582111245,0.00347755587619763,0.0183572798070796,0.0129414625908471,"AP2S1/ACTB/CANX/RAC1/CALM3/AP2M1/CLTA/MX1/PARK7/MX2/FCHO2",11
"GO:0009309","amine biosynthetic process","7/926","41/18860",0.170731707317073,3.47732181425486,3.60829739673392,0.00350063284446615,0.0184604513069426,0.0130141961396054,"ALDH2/SAT1/PARK7/SMS/SRM/OAZ2/VPS35",7
"GO:0032801","receptor catabolic process","6/926","31/18860",0.193548387096774,3.94203302445482,3.72512631232448,0.00353284517833333,0.0185367960863152,0.0130680174637145,"LAPTM5/LGMN/APOE/ANXA2/TGFB1/PTPN1",6
"GO:0034315","regulation of Arp2/3 complex-mediated actin nucleation","6/926","31/18860",0.193548387096774,3.94203302445482,3.72512631232448,0.00353284517833333,0.0185367960863152,0.0130680174637145,"GMFG/RNH1/ARF1/CYFIP1/CORO1B/WASHC4",6
"GO:0045048","protein insertion into ER membrane","6/926","31/18860",0.193548387096774,3.94203302445482,3.72512631232448,0.00353284517833333,0.0185367960863152,0.0130680174637145,"TRAM1/TMEM147/RAB5IF/SEC61A1/EMC3/EMC7",6
"GO:0051204","protein insertion into mitochondrial membrane","6/926","31/18860",0.193548387096774,3.94203302445482,3.72512631232448,0.00353284517833333,0.0185367960863152,0.0130680174637145,"BAX/TIMM8B/MTCH2/ROMO1/TIMM13/TIMM10",6
"GO:0070168","negative regulation of biomineral tissue development","6/926","31/18860",0.193548387096774,3.94203302445482,3.72512631232448,0.00353284517833333,0.0185367960863152,0.0130680174637145,"SRGN/CCL3/CCR1/TGFB1/ECM1/HIF1A",6
"GO:0009100","glycoprotein metabolic process","31/926","377/18860",0.0822281167108753,1.67475408333381,3.00715771293226,0.00359496842357204,0.0188438364910607,0.0132844739296861,"CTSL/CST3/GAL3ST4/HEXB/RPN2/MGAT1/HS3ST1/OSTC/GLB1/SOAT1/OST4/GNS/ST8SIA4/ITM2B/ERP44/MGAT4A/COLGALT1/RPN1/DAD1/TMEM258/MANBA/GNPTG/EDEM2/GUSB/ITM2C/HIF1A/ST6GAL1/GNPTAB/GALNT1/DDOST/UBE2J1",31
"GO:0002347","response to tumor cell","8/926","52/18860",0.153846153846154,3.13341086559229,3.50050826417367,0.00361254767284463,0.0188980722104965,0.0133227088719838,"LAPTM5/HLA-DRB1/SPI1/HLA-A/IL4I1/HAVCR2/TGFB1/ABI3",8
"GO:0030838","positive regulation of actin filament polymerization","8/926","52/18860",0.153846153846154,3.13341086559229,3.50050826417367,0.00361254767284463,0.0188980722104965,0.0133227088719838,"ARPC2/PFN1/HCK/GRB2/PYCARD/NCKAP1L/RAC1/VASP",8
"GO:0006491","N-glycan processing","5/926","22/18860",0.227272727272727,4.62890241507952,3.86986196858936,0.00369520869144656,0.019253400420239,0.0135732071365513,"HEXB/ST8SIA4/MGAT4A/GNPTG/GNPTAB",5
"GO:0006907","pinocytosis","5/926","22/18860",0.227272727272727,4.62890241507952,3.86986196858936,0.00369520869144656,0.019253400420239,0.0135732071365513,"PPT1/PYCARD/DOCK2/CDC42/SNX5",5
"GO:0010884","positive regulation of lipid storage","5/926","22/18860",0.227272727272727,4.62890241507952,3.86986196858936,0.00369520869144656,0.019253400420239,0.0135732071365513,"MSR1/PLIN2/CD36/C3/PLIN3",5
"GO:0036498","IRE1-mediated unfolded protein response","5/926","22/18860",0.227272727272727,4.62890241507952,3.86986196858936,0.00369520869144656,0.019253400420239,0.0135732071365513,"TMBIM6/BAX/PTPN1/HSPA5/DDRGK1",5
"GO:0030198","extracellular matrix organization","28/926","331/18860",0.0845921450151057,1.72290265117159,3.01504684779603,0.00371756300467522,0.0193505819346939,0.0136417178825365,"TGFBI/CTSS/CST3/LRP1/LCP1/ANXA2/ENG/OLFML2B/PRDX4/TGFB1/MMP9/RB1/ADAM8/TNFRSF1B/MMP14/COLGALT1/MMP19/COL5A2/SFRP2/TGFBR1/P4HA1/COL3A1/TNFRSF1A/COL1A1/ERO1A/TNF/ITGB1/COL1A2",28
"GO:0031960","response to corticosteroid","16/926","154/18860",0.103896103896104,2.11606967546492,3.16000263277585,0.00377125227772497,0.0196105118441698,0.0138249625263549,"CYBA/PTPRC/UCP2/ADAM9/GSTP1/GLB1/TGFB1/CALM3/IL1RN/COMT/POR/SGK1/TNF/PARP1/SERPINF1/IGFBP7",16
"GO:0046849","bone remodeling","11/926","88/18860",0.125,2.54589632829374,3.30287904664719,0.0038024708786138,0.0197531936497373,0.013925549937374,"SPP1/CSF1R/ACP5/SNX10/SYK/ADAM8/GPR137B/CSK/ARAP1/RAC2/INPP5D",11
"GO:0007173","epidermal growth factor receptor signaling pathway","14/926","127/18860",0.110236220472441,2.24519991156613,3.19936298527471,0.00383478583056765,0.0199012817780999,0.0140299486823674,"PLAUR/GRB2/CCDC88A/PLAU/IFI6/TGFB1/MMP9/RHBDF2/SNX6/RALA/SPG21/SNX5/RALB/MVP",14
"GO:0043062","extracellular structure organization","28/926","332/18860",0.0843373493975904,1.71771318535481,2.99800212672196,0.00387611735999116,0.0200545316891362,0.0141379863661403,"TGFBI/CTSS/CST3/LRP1/LCP1/ANXA2/ENG/OLFML2B/PRDX4/TGFB1/MMP9/RB1/ADAM8/TNFRSF1B/MMP14/COLGALT1/MMP19/COL5A2/SFRP2/TGFBR1/P4HA1/COL3A1/TNFRSF1A/COL1A1/ERO1A/TNF/ITGB1/COL1A2",28
"GO:0002002","regulation of angiotensin levels in blood","4/926","14/18860",0.285714285714286,5.81919160752854,4.09878236708355,0.00389117779042941,0.0200545316891362,0.0141379863661403,"CTSZ/ATP6AP2/ANPEP/PRCP",4
"GO:0006002","fructose 6-phosphate metabolic process","4/926","14/18860",0.285714285714286,5.81919160752854,4.09878236708355,0.00389117779042941,0.0200545316891362,0.0141379863661403,"TALDO1/HK3/FBP1/PFKL",4
"GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","4/926","14/18860",0.285714285714286,5.81919160752854,4.09878236708355,0.00389117779042941,0.0200545316891362,0.0141379863661403,"UQCR10/UQCRQ/CYC1/UQCRC1",4
"GO:0046348","amino sugar catabolic process","4/926","14/18860",0.285714285714286,5.81919160752854,4.09878236708355,0.00389117779042941,0.0200545316891362,0.0141379863661403,"NPL/MGAT1/NAGK/GNPDA1",4
