"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006605","protein targeting","39/926","319/18860",0.122257053291536,2.49003026466347,6.09888009458381,1.48564406875176e-07,3.14331008230636e-06,2.21596174755217e-06,"LAPTM5/ITGB2/TSPO/SDCBP/SPCS3/SSR1/SEC61B/BCAP31/M6PR/YWHAB/LAMP2/SEC61G/BID/SCARB2/UBL5/YIF1B/SSR3/NCOA4/TRAM1/TIMM8B/GNPTG/ATG3/OS9/ZDHHC12/CIB1/SSR2/BNIP3L/SORL1/RAC2/SEC61A1/HSPA5/TIMM17A/HERPUD1/PAK1/TIMM13/GNPTAB/TIMM10/SIL1/ZFYVE16",39
"GO:0042554","superoxide anion generation","13/926","45/18860",0.288888888888889,5.88384929205664,7.45319768290215,1.49543672017403e-07,3.15127108856027e-06,2.22157407496142e-06,"CYBA/TYROBP/ITGB2/GNAI2/ACP5/CLEC7A/NCF2/SYK/NCF4/GSTP1/RAC1/TGFB1/RAC2",13
"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","12/926","38/18860",0.315789473684211,6.43173809253154,7.6159480965383,1.51473003209827e-07,3.17910809146408e-06,2.2411985256157e-06,"FCER1G/HLA-C/FCGR1A/LGMN/HLA-A/HLA-B/B2M/PDIA3/CALR/MPEG1/HLA-E/HLA-F",12
"GO:0050921","positive regulation of chemotaxis","24/926","145/18860",0.16551724137931,3.37111789677515,6.51281099314457,1.58185166696321e-07,3.3067027246199e-06,2.33114982499842e-06,"AIF1/SPI1/TREM2/CD74/LGMN/CSF1R/C5AR1/C3AR1/TMSB4X/CCL3/LGALS9/PLA2G7/CALR/CXCL8/NRP1/NCKAP1L/CCR1/GPSM3/RAC1/CCL4/TGFB1/P2RX4/RAC2/STX4",24
"GO:0010720","positive regulation of cell development","49/926","451/18860",0.108647450110865,2.21284115452582,5.92384024820696,1.63954059026282e-07,3.41288081265602e-06,2.40600294968398e-06,"TYROBP/HLA-DRB1/HLA-DRA/SPI1/TREM2/CD74/FN1/CD86/LILRB4/TSPO/PTPRC/LGALS9/LYN/CD4/ACTB/HCLS1/RHOA/IL18/CLEC7A/IL4I1/SYK/ZEB2/NRP1/NCKAP1L/CCR1/EVI2B/LILRB2/IL1B/GPR65/PLXND1/PLXNC1/VSIR/TGFB1/CXCR4/RB1/ADAM8/TNFRSF1B/MMP14/CORO1C/SHTN1/HIF1A/TNF/IL7R/INPP5D/PAK1/METRN/SERPINF1/ITGB1/DDRGK1",49
"GO:0051235","maintenance of location","31/926","223/18860",0.139013452914798,2.83131071487375,6.25104616491078,1.65008445048676e-07,3.41288081265602e-06,2.40600294968398e-06,"CYBA/SRGN/GSTO1/APOE/CCL3/TSPO/PTPRC/HSP90B1/LYN/CD4/CCDC88A/CALR/GAA/SLC8A1/TGFB1/CHCHD10/CALM3/CORO1A/BAX/OS9/PTPN6/THY1/PARK7/RER1/SORL1/ERO1A/GHITM/HSPA5/TMED2/FLNA/MTLN",31
"GO:0080164","regulation of nitric oxide metabolic process","16/926","69/18860",0.231884057971014,4.72282217422606,7.03960242158965,1.6522365970187e-07,3.41288081265602e-06,2.40600294968398e-06,"ITGB2/APOE/ACP5/TSPO/CLEC7A/GCHFR/STAT1/CD36/IL1B/RAC1/SIRPA/P2RX4/SELENOS/HIF1A/TNF/CD47",16
"GO:0034113","heterotypic cell-cell adhesion","15/926","61/18860",0.245901639344262,5.00832064582374,7.12502249960195,1.75418286538089e-07,3.60919671436242e-06,2.54440117233035e-06,"ITGB2/PTPRC/LILRB2/IL1B/SIRPA/CD44/NINJ1/IL1RN/ITGA4/THY1/CD58/TNF/CD47/ITGAV/ITGB1",15
"GO:0002702","positive regulation of production of molecular mediator of immune response","24/926","146/18860",0.164383561643836,3.34802804816711,6.47176347507974,1.80650678595627e-07,3.7022762601598e-06,2.61002012418863e-06,"FCER1G/LAPTM5/CD74/CD86/HLA-A/B2M/PTPRC/IL18/CLEC7A/PYCARD/CD37/CD81/SYK/CD36/IL1B/HLA-E/LILRB1/SCIMP/TGFB1/HLA-F/CD40/TNF/IL13RA1/STX4",24
"GO:0046718","symbiont entry into host cell","23/926","136/18860",0.169117647058824,3.44444797357388,6.50095526036824,1.91126541662395e-07,3.90166916690498e-06,2.75058756504269e-06,"CTSB/HLA-DRB1/CTSL/CD74/LGALS1/CD86/LGALS9/VAMP8/MRC1/CD4/P4HB/CD81/NRP1/SIGLEC1/SELPLG/CLEC5A/ANPEP/CXCR4/SCARB2/LAMP1/BSG/ITGAV/ITGB1",23
"GO:0097193","intrinsic apoptotic signaling pathway","40/926","335/18860",0.119402985074627,2.43190097031043,6.00872764607131,1.94719426673383e-07,3.95954756340506e-06,2.79139051139399e-06,"LAPTM5/TREM2/CD74/PLAUR/S100A9/S100A8/FCGR2B/P4HB/PYCARD/IFI6/ENO1/GRINA/BCL2A1/TMBIM6/BCAP31/CD44/MMP9/TNFRSF1B/PPIA/BID/BAX/IFI27/ARL6IP5/PPIF/SFRP2/PTTG1IP/MTCH2/RPS27L/PARK7/TNFRSF1A/SELENOS/PTPN1/HIF1A/ERO1A/TNF/HERPUD1/EIF5A/ERP29/CASP4/PARP1",40
"GO:0002688","regulation of leukocyte chemotaxis","22/926","126/18860",0.174603174603175,3.55617264904522,6.54163696902651,1.97244261916793e-07,3.99534307277968e-06,2.81662552716758e-06,"AIF1/SPI1/CD74/LGMN/CSF1R/C5AR1/C3AR1/CCL3/MPP1/LGALS9/LYN/PLA2G7/CALR/CXCL8/SLAMF8/NCKAP1L/CCR1/GPSM3/RAC1/CCL4/NINJ1/RAC2",22
"GO:0072593","reactive oxygen species metabolic process","32/926","237/18860",0.135021097046413,2.74999772170125,6.16045905678821,2.06531520517757e-07,4.1673116842695e-06,2.93785946682443e-06,"CYBA/TYROBP/ITGB2/GNAI2/ACP5/TSPO/GRB2/LIPA/PRDX1/RHOA/CLEC7A/NCF2/UCP2/SYK/ALOX5/IFI6/CD36/NCF4/PRDX4/GSTP1/RAC1/SIRPA/TGFB1/PARK7/NDUFS6/VDAC1/ROMO1/PRCP/PREX1/RAC2/TNF/CAT",32
"GO:0009306","protein secretion","44/926","388/18860",0.11340206185567,2.30967914319432,5.92311350458319,2.12266178257907e-07,4.26655018298392e-06,3.00782033968694e-06,"HLA-DRB1/TREM2/APOE/PLEK/UCP2/ALOX5/ABCA1/CANX/IL1B/ADAM9/RAC1/AP1B1/TLR2/M6PR/TGFB1/ADAM8/PPIA/PDIA4/IL1RN/TMED10/COMT/RHBDF2/TMEM167A/CASP1/SELENOT/PARK7/UQCC2/BSG/SERP1/HIF1A/ENY2/IDH2/TNF/TMED2/ERP29/CASP4/PFKL/VPS35/SEL1L/GNPTAB/ACSL4/SVBP/STX4/ARFGAP3",44
"GO:0002218","activation of innate immune response","42/926","362/18860",0.116022099447514,2.36304189587485,5.95014218200308,2.14603222544538e-07,4.29699785830558e-06,3.02928525471217e-06,"CYBA/TYROBP/CTSS/CD14/TREM2/MNDA/S100A9/HCK/LY96/HSP90B1/S100A8/LYN/PPT1/CLEC7A/ARRB2/HAVCR2/CD300A/PYCARD/SYK/UNC93B1/PIK3AP1/SLC15A3/NAGK/CD36/SCIMP/TLR1/TLR2/LAMP2/NINJ1/PEPD/OAS1/CASP1/PTPN6/ZDHHC12/IFI35/TNF/PAK1/NMI/CASP4/WASHC4/PARP1/UFD1",42
"GO:0097191","extrinsic apoptotic signaling pathway","32/926","239/18860",0.133891213389121,2.72698518846526,6.10537443943517,2.507678966173e-07,5.00195812107638e-06,3.52626612358598e-06,"SPI1/HMOX1/PTPRC/PYCARD/PDIA3/IFI6/NRP1/GRINA/BCL2A1/IL1B/GSTP1/TGFB1/TNFRSF1B/BID/BAX/IFI27/G0S2/SFRP2/TGFBR1/PPP1CA/PARK7/CIB1/LGALS3/TNFRSF1A/PEA15/ITM2C/TMBIM1/BLOC1S2/TNF/ITGAV/LTBR/STX4",32
"GO:0061462","protein localization to lysosome","16/926","71/18860",0.225352112676056,4.58978492988167,6.88607917861327,2.52102643082889e-07,5.00946164544174e-06,3.53155593672248e-06,"LAPTM5/MFSD1/CD81/LAMTOR1/M6PR/GLMP/LAMP2/SCARB2/LAMTOR4/GPR137B/NCOA4/GNPTG/ZDHHC12/SORL1/GNPTAB/ZFYVE16",16
"GO:0046209","nitric oxide metabolic process","18/926","89/18860",0.202247191011236,4.11920304802582,6.70225868147407,2.60872193073407e-07,5.161477800178e-06,3.63872385050919e-06,"ITGB2/APOE/ACP5/TSPO/CLEC7A/GCHFR/STAT1/CD36/IL1B/RAC1/SIRPA/P2RX4/POR/SELENOS/HIF1A/TNF/CD47/CYB5R3",18
"GO:0042102","positive regulation of T cell proliferation","20/926","108/18860",0.185185185185185,3.77169826413887,6.56387453724004,2.61728208390197e-07,5.161477800178e-06,3.63872385050919e-06,"AIF1/HLA-DPA1/HLA-DPB1/HLA-DMB/CD86/HLA-A/PTPRC/LGALS9/CD4/IL18/TNFSF13B/HAVCR2/PYCARD/CD81/SYK/NCKAP1L/LILRB2/IL1B/HLA-E/CORO1A",20
"GO:0035592","establishment of protein localization to extracellular region","44/926","391/18860",0.112531969309463,2.291957819845,5.86598926506224,2.63875078862063e-07,5.18425248922234e-06,3.65477948562415e-06,"HLA-DRB1/TREM2/APOE/PLEK/UCP2/ALOX5/ABCA1/CANX/IL1B/ADAM9/RAC1/AP1B1/TLR2/M6PR/TGFB1/ADAM8/PPIA/PDIA4/IL1RN/TMED10/COMT/RHBDF2/TMEM167A/CASP1/SELENOT/PARK7/UQCC2/BSG/SERP1/HIF1A/ENY2/IDH2/TNF/TMED2/ERP29/CASP4/PFKL/VPS35/SEL1L/GNPTAB/ACSL4/SVBP/STX4/ARFGAP3",44
"GO:1903829","positive regulation of protein localization","49/926","459/18860",0.106753812636166,2.17427311697417,5.78736654633577,2.79414981222549e-07,5.46899884595147e-06,3.85551915741739e-06,"TYROBP/FCER1G/HLA-DRB1/TREM2/APOE/CFL1/LRP1/LYN/HCLS1/CCDC88A/RHOG/CD81/PECAM1/CD36/IL1B/ADAM9/RAC1/LAMTOR1/BCAP31/TLR2/TGFB1/ADAM8/PPIA/TMED10/GPR137B/MSN/IFNAR1/EDEM2/PARK7/CIB1/LGALS3/RER1/SORL1/CCT5/BSG/SERP1/HIF1A/TNF/EPB41L2/MESD/PARP1/PARP9/FLNA/OAZ2/VPS35/ITGB1/DDRGK1/ACSL4/STX4",49
"GO:0030865","cortical cytoskeleton organization","14/926","55/18860",0.254545454545455,5.18437070488906,7.06156676604278,2.83826012791789e-07,5.53460724943989e-06,3.90177158197668e-06,"LCP1/PLEK/RHOG/CALR/NCKAP1L/RAC1/FMNL2/EPB41L3/TLN1/IQGAP2/RAC2/EPB41L2/WDR1/RHOQ",14
"GO:0002468","dendritic cell antigen processing and presentation","8/926","16/18860",0.5,10.1835853131749,8.3504897881737,2.96593885090559e-07,5.76208045904558e-06,4.06213499439232e-06,"HLA-DRB1/HLA-DRA/CD74/CD68/FGL2/SLC11A1/FCGR2B/MPEG1",8
"GO:0008064","regulation of actin polymerization or depolymerization","24/926","150/18860",0.16,3.25874730021598,6.31106456377267,3.03268678567699e-07,5.86993375627701e-06,4.13816910326295e-06,"CAPG/ARPC2/PFN1/CFL1/TMSB4X/COTL1/ARPC5/HCK/GRB2/CAPZB/ARHGAP18/PLEK/HCLS1/PYCARD/NCKAP1L/RAC1/WAS/CORO1A/CAPZA2/CYFIP1/CAPZA1/PREX1/VASP/WDR1",24
"GO:0032615","interleukin-12 production","15/926","64/18860",0.234375,4.77355561555076,6.87122650232876,3.45535360514156e-07,6.63885218399625e-06,4.68023901625211e-06,"LAPTM5/ACP5/HLA-B/LGALS9/CLEC7A/ARRB2/SYK/UNC93B1/CD36/LILRB1/SCIMP/TLR2/IRF8/CD40/CD47",15
"GO:0032655","regulation of interleukin-12 production","15/926","64/18860",0.234375,4.77355561555076,6.87122650232876,3.45535360514156e-07,6.63885218399625e-06,4.68023901625211e-06,"LAPTM5/ACP5/HLA-B/LGALS9/CLEC7A/ARRB2/SYK/UNC93B1/CD36/LILRB1/SCIMP/TLR2/IRF8/CD40/CD47",15
"GO:1902903","regulation of supramolecular fiber organization","44/926","395/18860",0.111392405063291,2.26874812040353,5.79062638100885,3.51124038534549e-07,6.72151730908994e-06,4.73851603960255e-06,"CAPG/TREM2/ARPC2/PFN1/APOE/CFL1/TMSB4X/COTL1/ARPC5/HCK/S100A10/GRB2/CAPZB/ARHGAP18/PLEK/HCLS1/RHOA/CCDC88A/PYCARD/GMFG/NRP1/NCKAP1L/RAC1/GPR65/WAS/CORO1A/RNH1/CDC42/ARF1/CAPZA2/CYFIP1/TGFBR1/CORO1B/PARK7/CIB1/CAPZA1/ARAP1/PREX1/VASP/PAK1/CD47/WDR1/WASHC4/FLNA",44
"GO:1990748","cellular detoxification","21/926","120/18860",0.175,3.56425485961123,6.4031438394043,3.57596934223739e-07,6.82044371625278e-06,4.80825689505604e-06,"GSTO1/APOE/ALOX5AP/S100A9/SLC11A1/PRDX1/AKR1A1/CD36/ALDH2/PRDX4/GSTP1/MGST3/TXNDC17/GPX4/MGST2/LTC4S/SELENOT/PARK7/SELENOS/CAT/GSTM3",21
"GO:0007596","blood coagulation","32/926","243/18860",0.131687242798354,2.68209654338764,5.99688121737419,3.66873162843128e-07,6.97192417824795e-06,4.91504715770698e-06,"FCER1G/FN1/PLAUR/APOE/ANXA5/CLIC1/ANXA2/PLEK/LYN/ACTB/MERTK/PLAU/PDIA3/SERPINA1/SYK/FERMT3/CD36/EMILIN2/F13A1/TLN1/WAS/RAP2B/PPIA/THBD/PROCR/PTPN6/COL3A1/CD40/ILK/FLNA/TMX1/FIBP",32
"GO:0051453","regulation of intracellular pH","18/926","91/18860",0.197802197802198,4.02867111290437,6.58079686410983,3.70498653807672e-07,6.98998543248698e-06,4.92777992903991e-06,"GRN/ATP6V0B/ATP6V1F/CREG1/ATP6V0E1/SLC11A1/PPT1/ATP6AP2/SLAMF8/ATP6V0D1/ATP6V1B2/ATP6AP1/LAMP2/DMXL2/LAMP1/VMA21/ATP6V1A/ATP6V1D",18
"GO:2001057","reactive nitrogen species metabolic process","18/926","91/18860",0.197802197802198,4.02867111290437,6.58079686410983,3.70498653807672e-07,6.98998543248698e-06,4.92777992903991e-06,"ITGB2/APOE/ACP5/TSPO/CLEC7A/GCHFR/STAT1/CD36/IL1B/RAC1/SIRPA/P2RX4/POR/SELENOS/HIF1A/TNF/CD47/CYB5R3",18
"GO:0045621","positive regulation of lymphocyte differentiation","23/926","141/18860",0.163120567375887,3.32230442841169,6.28946385194101,3.73847163193434e-07,7.02778875844924e-06,4.95443040960629e-06,"HLA-DRB1/HLA-DRA/SPI1/CD74/CD86/LILRB4/PTPRC/LGALS9/ACTB/RHOA/IL18/IL4I1/SYK/NCKAP1L/LILRB2/GPR65/VSIR/TGFB1/ADAM8/MMP14/IL7R/INPP5D/DDRGK1",23
"GO:0016032","viral process","44/926","396/18860",0.111111111111111,2.26301895848332,5.77192670654905,3.76817390109577e-07,7.05823541474067e-06,4.97589460623852e-06,"CTSB/HLA-DRB1/CTSL/CD74/LGALS1/APOE/CD86/LGALS9/VAMP8/MRC1/CD4/P4HB/MGAT1/CD81/CXCL8/NRP1/STAT1/SIGLEC1/CANX/SPCS3/SELPLG/CLEC5A/ANPEP/CXCR4/PPIA/BST2/SCARB2/LAMP1/MGAT4A/ISG15/OAS1/EDEM2/MX1/USF2/BSG/TNF/ST6GAL1/ARL8B/PARP9/OAZ2/ITGAV/ITGB1/GALNT1/MCTS1",44
"GO:0032722","positive regulation of chemokine production","16/926","73/18860",0.219178082191781,4.46403739755614,6.73816319621915,3.7852013260442e-07,7.0648079035382e-06,4.98052806058447e-06,"AIF1/CD74/HMOX1/CSF1R/LGALS9/IL18/CLEC7A/HAVCR2/PYCARD/SYK/IL1B/TLR2/TGFB1/OAS1/HIF1A/TNF",16
"GO:0051701","biological process involved in interaction with host","27/926","185/18860",0.145945945945946,2.97250598330512,6.1263263654986,3.83261474934062e-07,7.12784508186977e-06,5.02496783018998e-06,"CTSB/HLA-DRB1/CTSL/CD74/LGALS1/CD86/LGALS9/VAMP8/MRC1/CD4/P4HB/CD81/CXCL8/NRP1/SIGLEC1/SELPLG/CLEC5A/ANPEP/CXCR4/PPIA/SCARB2/FUCA2/LAMP1/BSG/ARL8B/ITGAV/ITGB1",27
"GO:0072594","establishment of protein localization to organelle","50/926","478/18860",0.104602510460251,2.13045717848848,5.68850212037874,3.92577442148922e-07,7.27521174705769e-06,5.12885796013896e-06,"LAPTM5/CFL1/CD68/TSPO/HCLS1/SYK/MACROH2A1/CD36/SPCS3/SEC61B/BCAP31/M6PR/TGFB1/YWHAB/LAMP2/CALM3/SEC61G/BID/SCARB2/BAX/LAMP1/UBL5/SSR3/NCOA4/TRAM1/TIMM8B/IL10RA/RALA/GNPTG/PTTG1IP/MTCH2/DNAJC15/ZDHHC12/SEC13/ROMO1/BNIP3L/SORL1/SNF8/RAC2/SEC61A1/HSPA5/TIMM17A/HERPUD1/TIMM13/RAB10/FLNA/GNPTAB/NUTF2/TIMM10/ZFYVE16",50
"GO:0002286","T cell activation involved in immune response","23/926","142/18860",0.161971830985915,3.29890791835245,6.24830567709151,4.25744154916825e-07,7.86197510104357e-06,5.54251271046639e-06,"TYROBP/FCER1G/HLA-DRB1/HLA-DRA/TREM2/HLA-DMB/CD74/LGALS1/CD86/FGL2/SLC11A1/LGALS9/LCP1/IL18/FCGR2B/GPR183/HAVCR2/CD81/APBB1IP/NCKAP1L/LILRB1/GPR65/LGALS3",23
"GO:0001794","type IIa hypersensitivity","7/926","12/18860",0.583333333333333,11.8808495320374,8.56736030885054,4.28843614172691e-07,7.86363764093503e-06,5.54368476308188e-06,"FCER1G/FCGR3A/FCGR1A/FCGR2B/HLA-E/IGHG1/C3",7
"GO:0002445","type II hypersensitivity","7/926","12/18860",0.583333333333333,11.8808495320374,8.56736030885054,4.28843614172691e-07,7.86363764093503e-06,5.54368476308188e-06,"FCER1G/FCGR3A/FCGR1A/FCGR2B/HLA-E/IGHG1/C3",7
"GO:0071692","protein localization to extracellular region","44/926","398/18860",0.110552763819095,2.25164700391808,5.73469424536698,4.33573445696035e-07,7.92256932590028e-06,5.58523025372147e-06,"HLA-DRB1/TREM2/APOE/PLEK/UCP2/ALOX5/ABCA1/CANX/IL1B/ADAM9/RAC1/AP1B1/TLR2/M6PR/TGFB1/ADAM8/PPIA/PDIA4/IL1RN/TMED10/COMT/RHBDF2/TMEM167A/CASP1/SELENOT/PARK7/UQCC2/BSG/SERP1/HIF1A/ENY2/IDH2/TNF/TMED2/ERP29/CASP4/PFKL/VPS35/SEL1L/GNPTAB/ACSL4/SVBP/STX4/ARFGAP3",44
"GO:0030832","regulation of actin filament length","24/926","153/18860",0.156862745098039,3.19485029432939,6.19405113760399,4.41373994942834e-07,8.03700521801829e-06,5.66590494149979e-06,"CAPG/ARPC2/PFN1/CFL1/TMSB4X/COTL1/ARPC5/HCK/GRB2/CAPZB/ARHGAP18/PLEK/HCLS1/PYCARD/NCKAP1L/RAC1/WAS/CORO1A/CAPZA2/CYFIP1/CAPZA1/PREX1/VASP/WDR1",24
"GO:0032928","regulation of superoxide anion generation","9/926","22/18860",0.409090909090909,8.33202434714314,7.81887163894946,4.44787319508372e-07,8.04310910640398e-06,5.67020804326826e-06,"CYBA/TYROBP/ITGB2/GNAI2/ACP5/CLEC7A/SYK/GSTP1/TGFB1",9
"GO:0050765","negative regulation of phagocytosis","9/926","22/18860",0.409090909090909,8.33202434714314,7.81887163894946,4.44787319508372e-07,8.04310910640398e-06,5.67020804326826e-06,"FCGR2B/CD300A/SIRPA/TLR2/TGFB1/SNX3/CSK/ATG3/CD47",9
"GO:0097028","dendritic cell differentiation","13/926","49/18860",0.26530612244898,5.40353506413364,7.01325771352355,4.48059442871369e-07,8.0743401670544e-06,5.69222522704099e-06,"SPI1/TREM2/HLA-B/LGALS9/LYN/TMEM176B/FCGR2B/TMEM176A/LILRB2/LILRB1/TGFB1/IRF8/LTBR",13
"GO:0052372","modulation by symbiont of entry into host","10/926","28/18860",0.357142857142857,7.27398950941068,7.54919810116929,4.53382003157518e-07,8.14217989175666e-06,5.7400506820449e-06,"HLA-DRB1/CD74/LGALS1/LGALS9/CD4/P4HB/CXCL8/FUCA2/BSG/ITGAV",10
"GO:0032609","type II interferon production","21/926","122/18860",0.172131147540984,3.50582445207662,6.30950344370621,4.76155364364934e-07,8.48070699830107e-06,5.97870455295461e-06,"LAPTM5/HLA-DRB1/HLA-DPA1/HLA-DPB1/CD14/LILRB4/HLA-A/SLC11A1/LGALS9/IL18/CLEC7A/HAVCR2/PYCARD/IL1B/LILRB1/SIRPA/VSIR/IRF8/ISG15/TNF/CD47",21
"GO:0032649","regulation of type II interferon production","21/926","122/18860",0.172131147540984,3.50582445207662,6.30950344370621,4.76155364364934e-07,8.48070699830107e-06,5.97870455295461e-06,"LAPTM5/HLA-DRB1/HLA-DPA1/HLA-DPB1/CD14/LILRB4/HLA-A/SLC11A1/LGALS9/IL18/CLEC7A/HAVCR2/PYCARD/IL1B/LILRB1/SIRPA/VSIR/IRF8/ISG15/TNF/CD47",21
"GO:0008154","actin polymerization or depolymerization","27/926","187/18860",0.144385026737968,2.94071447546228,6.0604049012458,4.77100623325778e-07,8.48070699830107e-06,5.97870455295461e-06,"AIF1/CAPG/ARPC2/PFN1/CFL1/TMSB4X/COTL1/ARPC5/HCK/GRB2/CAPZB/ARHGAP18/PLEK/HCLS1/PYCARD/NCKAP1L/RAC1/WAS/CORO1A/WIPF1/CAPZA2/CYFIP1/CAPZA1/PREX1/VASP/WDR1/MSRB2",27
"GO:0002526","acute inflammatory response","20/926","112/18860",0.178571428571429,3.63699475470534,6.36014542212295,4.82975358236851e-07,8.54153885409186e-06,6.02158962058564e-06,"FCER1G/FCGR3A/FN1/FCGR1A/CD163/LIPA/FCGR2B/SERPINA1/IL1B/GSTP1/OSM/HLA-E/ADAM8/IL1RN/IGHG1/PARK7/SELENOS/PRCP/C3/TNF",20
"GO:1903828","negative regulation of protein localization","30/926","222/18860",0.135135135135135,2.75232035491215,5.96783188059369,4.83791714659623e-07,8.54153885409186e-06,6.02158962058564e-06,"SPI1/APOE/LILRB4/UCP2/MACROH2A1/CD36/IL1B/TGFB1/YWHAB/ABI3/AP2M1/CLTC/RHBDF2/SNX3/CSK/OS9/PARK7/GDI2/TMBIM1/ENY2/IDH2/TMED2/ERP29/DERL2/PFKL/VPS35/ERLEC1/GBP1/RHOQ/UBE2J1",30
"GO:1904646","cellular response to amyloid-beta","13/926","50/18860",0.26,5.29546436285097,6.91077837435442,5.78463449956593e-07,1.01786194931756e-05,7.17569404518191e-06,"TYROBP/TREM2/LGMN/APOE/LRP1/FCGR2B/SYK/CD36/ITGA4/SNX6/TNF/CASP4/PARP1",13
"GO:0050817","coagulation","32/926","248/18860",0.129032258064516,2.62802201630321,5.86429532349487,5.82147595419288e-07,1.02090715894671e-05,7.19716207688983e-06,"FCER1G/FN1/PLAUR/APOE/ANXA5/CLIC1/ANXA2/PLEK/LYN/ACTB/MERTK/PLAU/PDIA3/SERPINA1/SYK/FERMT3/CD36/EMILIN2/F13A1/TLN1/WAS/RAP2B/PPIA/THBD/PROCR/PTPN6/COL3A1/CD40/ILK/FLNA/TMX1/FIBP",32
"GO:0097237","cellular response to toxic substance","22/926","134/18860",0.164179104477612,3.34386383417685,6.18711956063883,5.95080714238722e-07,1.04009759619116e-05,7.33245027226027e-06,"GSTO1/APOE/ALOX5AP/S100A9/SLC11A1/PRDX1/AKR1A1/CD36/ALDH2/PRDX4/GSTP1/MGST3/TXNDC17/GPX4/MGST2/LTC4S/SELENOT/PARK7/SELENOS/TNF/CAT/GSTM3",22
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","28/926","201/18860",0.139303482587065,2.83721779869551,5.95032560758064,6.20631178107112e-07,1.08113951226259e-05,7.62178639780664e-06,"HLA-DRB1/TREM2/CD74/GNAI2/CSF1R/APOE/C5AR1/CCL3/PTPRC/LGALS9/CD4/GPNMB/ARRB2/GPR183/HAVCR2/PYCARD/MARCO/NRP1/CCR1/CD36/IL1B/SCIMP/TGFB1/CD44/GLIPR2/CIB1/RAP1A/TNF",28
"GO:0007005","mitochondrion organization","45/926","417/18860",0.107913669064748,2.19789611075718,5.62079362817642,6.33569510009838e-07,1.09962042548227e-05,7.75207261100963e-06,"PLAUR/MARCKS/LIPA/PYCARD/UCP2/IFI6/BCL2A1/RAB32/CHCHD10/MMP9/CALM3/SLC25A5/BID/BAX/NDUFA6/TIMM8B/RALA/PPIF/TMEM70/MTCH2/ATG3/PARK7/NDUFS6/ROMO1/BNIP3L/UQCC2/COX17/IFIT2/RAB5IF/MICOS13/GHITM/ACAA2/BLOC1S2/NDUFAF3/COA6/NDUFS8/PRELID1/TIMM13/NDUFS7/PARP1/VPS35/COA3/VAT1/TIMM10/IMMT",45
"GO:1903531","negative regulation of secretion by cell","24/926","156/18860",0.153846153846154,3.13341086559229,6.07989103459353,6.35448466313903e-07,1.09962042548227e-05,7.75207261100963e-06,"SPI1/GNAI2/APOE/CD84/TSPO/LGALS9/VAMP8/FCGR2B/CD300A/UCP2/NCKAP1L/IL1B/OSM/LILRB1/TNFRSF1B/RHBDF2/RAP1A/TNFRSF1A/HLA-F/ENY2/IDH2/ERP29/PFKL/ACSL4",24
"GO:0002221","pattern recognition receptor signaling pathway","38/926","325/18860",0.116923076923077,2.38139225785014,5.70806150215021,6.66026369820728e-07,1.14873062992842e-05,8.09828832507399e-06,"CYBA/CTSS/CD14/TREM2/S100A9/LY96/HSP90B1/S100A8/LYN/PPT1/CLEC7A/ARRB2/HAVCR2/CD300A/PYCARD/SYK/UNC93B1/PIK3AP1/SLC15A3/NAGK/CD36/SCIMP/TLR1/TLR2/LAMP2/NINJ1/PEPD/OAS1/CASP1/PTPN6/ZDHHC12/IFI35/TNF/NMI/CASP4/WASHC4/PARP1/UFD1",38
"GO:0014002","astrocyte development","12/926","43/18860",0.27906976744186,5.68386157014416,6.98697722141643,6.83656161519225e-07,1.1752589145064e-05,8.28530666661111e-06,"GRN/C1QA/TREM2/C5AR1/S100A9/LRP1/S100A8/VIM/ZEB2/IL1B/IFNGR1/TNF",12
"GO:0051048","negative regulation of secretion","26/926","179/18860",0.145251396648045,2.95835997924635,5.98198364797908,6.88582399542112e-07,1.1798464327892e-05,8.31764762173388e-06,"SPI1/CD74/GNAI2/APOE/CD84/TSPO/LGALS9/VAMP8/FCGR2B/CD300A/UCP2/NCKAP1L/IL1B/OSM/LILRB1/TNFRSF1B/RHBDF2/RAP1A/TNFRSF1A/HLA-F/ENY2/IDH2/TNF/ERP29/PFKL/ACSL4",26
"GO:0007599","hemostasis","32/926","250/18860",0.128,2.60699784017279,5.81217057872103,6.97302671141898e-07,1.1908835814992e-05,8.39545699689248e-06,"FCER1G/FN1/PLAUR/APOE/ANXA5/CLIC1/ANXA2/PLEK/LYN/ACTB/MERTK/PLAU/PDIA3/SERPINA1/SYK/FERMT3/CD36/EMILIN2/F13A1/TLN1/WAS/RAP2B/PPIA/THBD/PROCR/PTPN6/COL3A1/CD40/ILK/FLNA/TMX1/FIBP",32
